number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 500,000                    ", N/A             , N/A    ,"The most widespread flooding in the 73-year history of Pakistan has left one-third of the country underwater and parts resembling “a small ocean.” The floods have impacted over 4.2 million people; almost 1,400 people have died, including 458 children, more than 1,600 are injured, and half a million are displaced.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,Pakistan
" 1,400                      ", N/A             , N/A    ,"The most widespread flooding in the 73-year history of Pakistan has left one-third of the country underwater and parts resembling “a small ocean.” The floods have impacted over 4.2 million people; almost 1,400 people have died, including 458 children, more than 1,600 are injured, and half a million are displaced.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,Pakistan
 458                        , Children        , N/A    ,"The most widespread flooding in the 73-year history of Pakistan has left one-third of the country underwater and parts resembling “a small ocean.” The floods have impacted over 4.2 million people; almost 1,400 people have died, including 458 children, more than 1,600 are injured, and half a million are displaced.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,Pakistan
" 1,600                      ", N/A             , N/A    ,"The most widespread flooding in the 73-year history of Pakistan has left one-third of the country underwater and parts resembling “a small ocean.” The floods have impacted over 4.2 million people; almost 1,400 people have died, including 458 children, more than 1,600 are injured, and half a million are displaced.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,Pakistan
 4.2 million                , N/A             , N/A    ,"The most widespread flooding in the 73-year history of Pakistan has left one-third of the country underwater and parts resembling “a small ocean.” The floods have impacted over 4.2 million people; almost 1,400 people have died, including 458 children, more than 1,600 are injured, and half a million are displaced.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,Pakistan
"           18,000,000            ",     N/A        ,         N/A       ,"At the end of 2020, 18 million more people slipped into abject poverty due to low economic growth and double-digit food inflation, claimed Dr. Hafiz A Pasha, the country's renowned economist.",Pakistan,2022-09-15 07:39:44+00:00,News and Press Release,https://reliefweb.int/report/pakistan/camillian-emergency-response-flood-victims-pakistan,
           0.75M            ,   Livestock    , Unknown ,"More than 750,000 livestock have been killed, significantly affecting many of the affected populations’ means of sustenance and livelihood.",Pakistan,2022-09-14 12:35:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operational-update-1-mdrpk023,
" 3,500,000        ", Children       , Education ,3.5 million children have had their education disrupted.,Pakistan,2022-09-13 14:55:27+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-4-13-september,
 49                     , Community      , NA     ,"Similarly, 49% of community respondents reported that markets in their areas were functional because these markets were disconnected from the primary market.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
" 87,772 ", N/A , N/A ,"Around 87,772 houses have been damaged.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
 1                      , Community      , Market ,"Similarly, 49% of community respondents reported that markets in their areas were functional because these markets were disconnected from the primary market.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
             52%            ,       N/A      ,   N/A   ,"Protection: Overall, 52% of respondents reported that people in their community felt distressed due to current crises in their area.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
" 12,728                     ", Not specified   , Not specified ,"At least 1,396 people have died, and 12,728 have been injured since 14 June 2022.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
" 1,396                      ", Not specified   , Not specified ,"At least 1,396 people have died, and 12,728 have been injured since 14 June 2022.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"          1,396            ",      -         ,         -         ,"• At least 1,396 people have died and 12,728 have been injured since 14 June, while reported livestock losses amount to nearly 750,230.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"         12,728            ",      -         ,         -         ,"• At least 1,396 people have died and 12,728 have been injured since 14 June, while reported livestock losses amount to nearly 750,230.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"         33,000,000        ", Women and children , Not specified ,"According to information from the Pakistani government, 33 million people, primarily women and children, have been affected by the monsoon rainfall and have lost their homes.",Pakistan,2022-09-12 10:28:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/aid-ground-austria-helps-flooding-victims-pakistan,
 12700                      , Not specified  , Not specified     ,"An estimated 1,400 people have died and 12,700 injured, but the figures are likely to be higher due to the remote nature of many villages and that many health centres are flooded and unable to report.",Pakistan,2022-09-12 01:09:09+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-02-09-september-2022,
 1400                       , Not specified  , Not specified     ,"An estimated 1,400 people have died and 12,700 injured, but the figures are likely to be higher due to the remote nature of many villages and that many health centres are flooded and unable to report.",Pakistan,2022-09-12 01:09:09+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-02-09-september-2022,
"         3,500,000       ",        N/A          , Education ,Large scale destruction of school facilities during monsoon 2022 floods has interrupted the education of MORE than 3.5 million children.,Pakistan,2022-09-11 04:10:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-11th-september-2022,
     12700        ,      N/A       ,  N/A   ,"More than 1,300 people died, including at least 458 children, and more than 12,700 people were injured.",Pakistan,2022-09-10 11:53:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flooding-september-crisis-update,
       458        ,    Children    ,  N/A   ,"More than 1,300 people died, including at least 458 children, and more than 12,700 people were injured.",Pakistan,2022-09-10 11:53:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flooding-september-crisis-update,
     1300         ,      N/A       ,  N/A   ,"More than 1,300 people died, including at least 458 children, and more than 12,700 people were injured.",Pakistan,2022-09-10 11:53:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flooding-september-crisis-update,
"         1,300             ",      N/A       ,     N/A           ,"More than 1,300 fatalities have been reported, over 950,000 houses either damaged or fully wrecked and 2 million acres of crops destroyed.",Pakistan,2022-09-09 18:35:24+00:00,Situation Report,https://reliefweb.int/report/pakistan/unhcr-regional-bureau-asia-and-pacific-rbap-flash-update-pakistan-floods-9-september-2022,
" 1,400 ", N/A , N/A ,"The floods killed some 1,400 people, including hundreds of children, destroyed more than half a million homes and displaced over 660,000 people into camps.",Pakistan,2022-09-09 16:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/un-emergency-fund-helps-boost-flood-response-pakistan,
" 500,000 ", N/A , N/A ,"The floods killed some 1,400 people, including hundreds of children, destroyed more than half a million homes and displaced over 660,000 people into camps.",Pakistan,2022-09-09 16:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/un-emergency-fund-helps-boost-flood-response-pakistan,
" 660,000 ", N/A , N/A ,"The floods killed some 1,400 people, including hundreds of children, destroyed more than half a million homes and displaced over 660,000 people into camps.",Pakistan,2022-09-09 16:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/un-emergency-fund-helps-boost-flood-response-pakistan,
 1460 , Healthcare workers , Health Sector ,"Estimates indicate that over 1,460 health facilities have been affected by the heavy rains and floods, and the Health Sector reports that access to health facilities, healthcare workers, and essential medicines and medical supplies remain limited.",Pakistan,2022-09-09 12:17:45+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-5-9-september-2022,
" 3,500,000        ", Children        , Education ,"• Education and learning interrupted for an estimated 3.5 million children, including in at least 61 refugee schools.",Pakistan,2022-09-09 12:17:45+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-5-9-september-2022,
 61               , Refugee school students , Education ,"• Education and learning interrupted for an estimated 3.5 million children, including in at least 61 refugee schools.",Pakistan,2022-09-09 12:17:45+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-5-9-september-2022,
" 1,355 ", N/A , N/A ,"As of September 7, the floods had damaged or destroyed more than 1.7 million houses and resulted in the deaths of at least 1,355 people countrywide since June 14, according to the GoP National Disaster Management Authority (NDMA).",Pakistan,2022-09-08 13:52:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-fact-sheet-3-fiscal-year-fy-2022,
