Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 1,140,000 ", Damaged , Household ,"765K houses destroyed 1.14M houses damaged 12.7K kilometres of roads damaged 1.5K people killed 12.9K people injured 936K livestock lost SITUATION OVERVIEW The humanitarian situation remains dire in flood-affected areas of Pakistan, with widespread damage to physical infrastructure and ongoing harm to people and livestock.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,Pakistan
" 12,700                            ", Damaged or Destroyed   , Roads                  ,"Over the past week, roads reported to be damaged or destroyed nationwide nearly doubled to over 12,700 kilometres, while the number of bridges reported damaged or destroyed increased by some 40 per cent to 375 affected bridges.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
   40   ,  %   , Increased number of damaged/destroyed bridges reported in a week ,Reported number of damaged or destroyed bridges increases 40 per cent in a week.,Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 12,700                                       ", Damaged or Destroyed                                       , Roads                                ,"HIGHLIGHTS Roads reported damaged or destroyed nearly doubles in the past week, to over 12,700 km.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 765,000 ", Destroyed , Household ,"765K houses destroyed 1.14M houses damaged 12.7K kilometres of roads damaged 1.5K people killed 12.9K people injured 936K livestock lost SITUATION OVERVIEW The humanitarian situation remains dire in flood-affected areas of Pakistan, with widespread damage to physical infrastructure and ongoing harm to people and livestock.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,Pakistan
" 765,000 ", Destroyed , Household ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 1,140,000 ", Damaged , Household ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 12,700 ", Damaged , Roads ,"765K houses destroyed 1.14M houses damaged 12.7K kilometres of roads damaged 1.5K people killed 12.9K people injured 936K livestock lost SITUATION OVERVIEW The humanitarian situation remains dire in flood-affected areas of Pakistan, with widespread damage to physical infrastructure and ongoing harm to people and livestock.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,Pakistan
" 1,500 ", N/A , N/A ,"765K houses destroyed 1.14M houses damaged 12.7K kilometres of roads damaged 1.5K people killed 12.9K people injured 936K livestock lost SITUATION OVERVIEW The humanitarian situation remains dire in flood-affected areas of Pakistan, with widespread damage to physical infrastructure and ongoing harm to people and livestock.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,Pakistan
" 12,900 ", N/A , N/A ,"765K houses destroyed 1.14M houses damaged 12.7K kilometres of roads damaged 1.5K people killed 12.9K people injured 936K livestock lost SITUATION OVERVIEW The humanitarian situation remains dire in flood-affected areas of Pakistan, with widespread damage to physical infrastructure and ongoing harm to people and livestock.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,Pakistan
" 936,000 ", Lost , Livestock ,"765K houses destroyed 1.14M houses damaged 12.7K kilometres of roads damaged 1.5K people killed 12.9K people injured 936K livestock lost SITUATION OVERVIEW The humanitarian situation remains dire in flood-affected areas of Pakistan, with widespread damage to physical infrastructure and ongoing harm to people and livestock.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,Pakistan
 2000 , Fully or Partially Damaged ," Hospitals, Clinics, Health Centers ","Nearly 2,000 health facilities have been fully or partially damaged.",Pakistan,2022-09-17 15:17:59+00:00,News and Press Release,https://reliefweb.int/report/pakistan/who-director-generals-statement-pakistan-17-september-2022,
" 581,000 ", Totally Destroyed , Household ,"Over 1.8 million homes have now been damaged of which over 581k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
 At least 70% , Washed away , Mud brick houses,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
" 1,800,000 ", Damaged , Household ,"Over 1.8 million homes have now been damaged of which over 581k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
      1.7 million      ,         Damaged/Destroyed      ,     Household      ,"Infrastructure in the flooding’s path has been decimated, with more than 1.7 million homes, an estimated 13.8 million acres of cropland, thousands of miles of road and hundreds of bridges damaged or destroyed.",Pakistan,2022-09-15 23:25:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-20-million-additional-humanitarian-assistance-response-flooding-pakistan,
 130                   , Destroyed           , Bridge                         ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
" 1,000,000              ", Damaged             , Household/Residence ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
" 3,000                 ", Destroyed           , Road                           ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
 1 million , Damaged , Homes ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
 130      , Destroyed , Bridges ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
" 3,000 km ", Destroyed , Roads ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
" 1,700,000 ", Destroyed or badly damaged , Household/Residence ,"Around 1.7 million homes have been destroyed or badly damaged by the flooding, leaving many homeless and exposed to the elements.",Pakistan,2022-09-15 09:30:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dec-pakistan-floods-appeal-raises-ps25m-two-weeks-rains-return-worst-hit-areas,
 900 , badly damaged , not mentioned ,The WHO says that 900 health facilities have been badly damaged.,Pakistan,2022-09-15 09:30:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dec-pakistan-floods-appeal-raises-ps25m-two-weeks-rains-return-worst-hit-areas,
 14                           , Destroyed                              , Not mentioned    ,• JS/DA will commence form 12th Sep 22; likely completion by 30th Sep 22 d) KP (17 x Dist; 14 x Dist in 11 C &  3 x Dist in 10 C AOR) • 6 x Teams (1 x PCT & 5 x FSTs) are in KP (11 C AOR).,Pakistan,2022-09-14 01:12:39+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-91-dated-12th-sep-2022,
 5                            , Not specified                          , Health centers   ,• JS/DA will commence form 12th Sep 22; likely completion by 30th Sep 22 d) KP (17 x Dist; 14 x Dist in 11 C &  3 x Dist in 10 C AOR) • 6 x Teams (1 x PCT & 5 x FSTs) are in KP (11 C AOR).,Pakistan,2022-09-14 01:12:39+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-91-dated-12th-sep-2022,
 17                           , Damaged                                , Not mentioned    ,• JS/DA will commence form 12th Sep 22; likely completion by 30th Sep 22 d) KP (17 x Dist; 14 x Dist in 11 C &  3 x Dist in 10 C AOR) • 6 x Teams (1 x PCT & 5 x FSTs) are in KP (11 C AOR).,Pakistan,2022-09-14 01:12:39+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-91-dated-12th-sep-2022,
 1                            , Damaged                                , Hospitals        ,• JS/DA will commence form 12th Sep 22; likely completion by 30th Sep 22 d) KP (17 x Dist; 14 x Dist in 11 C &  3 x Dist in 10 C AOR) • 6 x Teams (1 x PCT & 5 x FSTs) are in KP (11 C AOR).,Pakistan,2022-09-14 01:12:39+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-91-dated-12th-sep-2022,
 3                            , Not specified                          , Not mentioned    ,• JS/DA will commence form 12th Sep 22; likely completion by 30th Sep 22 d) KP (17 x Dist; 14 x Dist in 11 C &  3 x Dist in 10 C AOR) • 6 x Teams (1 x PCT & 5 x FSTs) are in KP (11 C AOR).,Pakistan,2022-09-14 01:12:39+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-91-dated-12th-sep-2022,
