Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
         416          ,     Died      ,  N/A  , Child  ,"The severe weather has continued to take a direct toll on human lives, with more than 1,200 people reported to have died, including 244 women, 526 men and 416 children.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
"         1,191           ", Dead                              , NA  , NA       ,"1,191 people have lost their lives and more than 3,500 have been injured (NDMA 01/09/2022).",Pakistan,2022-09-02 13:10:16+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-1-02-september,
"         3,500            ", Injured                           , NA  , NA       ,"1,191 people have lost their lives and more than 3,500 have been injured (NDMA 01/09/2022).",Pakistan,2022-09-02 13:10:16+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-1-02-september,
 1000 , Dead , N/A , N/A ,"More than 1,000 people have died due to the flooding since mid-June, including more than 300 children.",Pakistan,2022-09-02 11:23:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/psychoeducational-support-package-people-affected-floods-pakistan,
 300 , Dead , Children , N/A ,"More than 1,000 people have died due to the flooding since mid-June, including more than 300 children.",Pakistan,2022-09-02 11:23:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/psychoeducational-support-package-people-affected-floods-pakistan,
        1         ,          Uprooted (Displaced)     ,  60 ,  Male  ,It was the third time the 60-year-old grandfather has been uprooted in his life.,Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
"1,000",dead,Not specified,Not specified,"The rains, which began in June, have wiped away entire villages, killing over 1,000 people and leaving millions in need of immediate assistance.",Pakistan,2022-09-01 22:17:56+00:00,Situation Report,https://reliefweb.int/report/pakistan/situation-report-flood-response-pakistan,
" 1,100 ", Died in flash floods , N/A , N/A ,"“That’s really where our impact can be most powerful.” Already, more than 1,100 people have died in torrential flash floods that have wiped out roads, bridges and whole communities.",Pakistan,2022-09-01 16:56:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-families-limbo-efforts-rebuild-lives-focus-longer-term,
 6 million                 , Desperate need for humanitarian assistance , All age groups , All genders ,"At least 1,100 people have already been killed and 6 million more are in desperate need of humanitarian assistance.",Pakistan,2022-09-01 12:37:56+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disasters-emergency-committee-dec-launch-pakistan-floods-appeal,
" 1,100                     ", Dead                   , N/A , N/A    ,"At least 1,100 people have already been killed and 6 million more are in desperate need of humanitarian assistance.",Pakistan,2022-09-01 12:37:56+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disasters-emergency-committee-dec-launch-pakistan-floods-appeal,
 313 , Lost their lives , Children (age unspecified) , Unspecified gender ,At least 313 children have lost their lives to torrential rains and floods across the country since the beginning of the monsoon season in mid-June.,Pakistan,2022-09-01 07:54:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/trocaire-responding-devastating-floods-pakistan,
" 33,000,000 ", Affected , Not Applicable , Not Applicable ,"According to the UN, more than 33 million people are affected and over 1100 have died.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
" 1,100 ", Died , Not Applicable , Not Applicable ,"According to the UN, more than 33 million people are affected and over 1100 have died.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
 400 , Killed , Children , Not specified ,"Nearly 400 children have been killed and a further 550 injured in the disaster, as houses collapsed around them, or they have been washed away in floodwaters, along with over 3,800 adults killed and injured[3].",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
 550 , Injured , Children , Not specified ,"Nearly 400 children have been killed and a further 550 injured in the disaster, as houses collapsed around them, or they have been washed away in floodwaters, along with over 3,800 adults killed and injured[3].",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
 3800 , Killed and injured , Adults , Not specified ,"Nearly 400 children have been killed and a further 550 injured in the disaster, as houses collapsed around them, or they have been washed away in floodwaters, along with over 3,800 adults killed and injured[3].",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
    1100     ,    Dead   , --- , ------ ,"Over 1,100 people including over 350 children have lost their lives, and a further 1,600 have been injured.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
    350      ,    Dead   , --- ,   ---  ,"Over 1,100 people including over 350 children have lost their lives, and a further 1,600 have been injured.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
    1600     ,  Injured  , --- , ------ ,"Over 1,100 people including over 350 children have lost their lives, and a further 1,600 have been injured.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
 1000      ,Dead       ,N/A    ,N/A    ,"The death toll has surpassed 1,000.",Pakistan,2022-09-01 01:51:48+00:00,News and Press Release,https://reliefweb.int/report/pakistan/australia-should-boost-its-commitment-5-million-towards-flood-relief-pakistan-aid-agencies,
"    1,500        ",       injured       ,  N/A ,  N/A   ,"More than 1,000 people have died, and more than 1,500 people have been injured.",Pakistan,2022-08-31 20:03:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-msf-provides-help-some-areas-hardest-hit,
"    1,000        ",          dead        ,  N/A ,  N/A   ,"More than 1,000 people have died, and more than 1,500 people have been injured.",Pakistan,2022-08-31 20:03:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-msf-provides-help-some-areas-hardest-hit,
 450 , Evacuated , Not specified , Not specified ,"An estimated 450 people (65 families) were evacuated from residential areas affected by fighting, and at least 32 people were killed and 159 others injured.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
 32 , Killed , Not specified , Not specified ,"An estimated 450 people (65 families) were evacuated from residential areas affected by fighting, and at least 32 people were killed and 159 others injured.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
 159 , Injured , Not specified , Not specified ,"An estimated 450 people (65 families) were evacuated from residential areas affected by fighting, and at least 32 people were killed and 159 others injured.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
" 1,000 ", Dead , Unknown , Unknown ,"The death toll due to floods has crossed 1,000, and more than 1,600 people injured.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
" 1,600 ", Injured , Unknown , Unknown ,"The death toll due to floods has crossed 1,000, and more than 1,600 people injured.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
" 1,000 ", killed , N/A , N/A ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
" 1,575           ", Injured      , N/A  , N/A    ,"According to the official figures (NDMA, SIT-REP No.076) the massive floods have so far claimed 1,061 lives and injured 1,575 people.",Pakistan,2022-08-31 12:55:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-4-31-august-2022,
" 1,061           ", Dead         , N/A  , N/A    ,"According to the official figures (NDMA, SIT-REP No.076) the massive floods have so far claimed 1,061 lives and injured 1,575 people.",Pakistan,2022-08-31 12:55:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-4-31-august-2022,
" 1,000                     ", Dead          , N/A , N/A    ,"The death toll has topped 1,000 people, and still climbing, and many thousands of people have been left with nowhere to live after their homes were damaged or destroyed.",Pakistan,2022-08-31 11:06:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelterbox-sending-team-flood-ravaged-pakistan,
            1000            ,       Dead      , N/A ,   N/A  ,Over a thousand lives have been lost and almost 15000 people injured.,Pakistan,2022-08-31 08:16:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/who-pakistan-floods-situation-report-issue-1-30-august-2022,
           15000            ,      Injured    , N/A ,   N/A  ,Over a thousand lives have been lost and almost 15000 people injured.,Pakistan,2022-08-31 08:16:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/who-pakistan-floods-situation-report-issue-1-30-august-2022,
 1000 , Dead , - , - ,"This climate catastrophe has killed more than 1,000 people, with many more injured.",Pakistan,2022-08-30 18:57:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-facing-monsoon-steroids-climate-catastrophe-secretary-general-says-urging-global-support-flash-appeal-flood-response-plan,
 1000 , Dead , Not provided , Not provided ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
