number of workers affected,type of workers,workers affected working sector,productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 :------------------------:, :-------------:, :-----:, :-------------------:, :-----------------------------:,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
"           12,865           ", Not specified  , Not specified , Not specified , Not specified ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
            588             ,     Children   , Not specified , Not specified , Not specified ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
            332             ,      Women     , Not specified , Not specified , Not specified ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
"            1,638           ", Not specified  , Not specified , Not specified , Not specified ,"• At least 1,638 people (including 588 children and 332 women) have died and 12,865 have been injured since 14 June 2022.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
 --- , --- , --- , --- , --- ,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 0 , N/A , N/A , N/A , N/A ,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 390 , N/A , Bridges , N/A , N/A ,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
" 24,000 ", Schools and Educational Institutes , Education , N/A , N/A ,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
" 1,460 ", Health Centres , Healthcare , N/A , N/A ,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 N/A , N/A , Land and Agricultural Crops , Crops and Land , Millions of hectares ,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
" 936,000 ", Heads of Livestock , Agriculture , Livestock , N/A ,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 --- , --- , --- , --- , --- ,"The flooding, caused by record monsoon rain and glacial melt, has affected 33 million people and killed almost 1,400, washing away homes, roads, railways, livestock, and crops.",Pakistan,2022-09-27 15:23:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-salesian-missionaries-respond-devastating-flooding,
" 33,000,000 ", N/A , N/A ," Homes, Roads, Railways, Livestock, and Crops ", N/A ,"The flooding, caused by record monsoon rain and glacial melt, has affected 33 million people and killed almost 1,400, washing away homes, roads, railways, livestock, and crops.",Pakistan,2022-09-27 15:23:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-salesian-missionaries-respond-devastating-flooding,
" 1,400 ", N/A , N/A , N/A , N/A ,"The flooding, caused by record monsoon rain and glacial melt, has affected 33 million people and killed almost 1,400, washing away homes, roads, railways, livestock, and crops.",Pakistan,2022-09-27 15:23:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-salesian-missionaries-respond-devastating-flooding,
 --------------------------,----------------,---------,-----------------------,---------------,There is an estimated $30 billion in damages.,Pakistan,2022-09-27 15:23:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-salesian-missionaries-respond-devastating-flooding,
 0                         , N/A             , N/A     , N/A                   , $30 billion   ,There is an estimated $30 billion in damages.,Pakistan,2022-09-27 15:23:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-salesian-missionaries-respond-devastating-flooding,
------------------,----------------,--------,----------------------,--------------------------------,"Over 1.1 million homes have been damaged of which over 436k have been destroyed, and in many cases, washed away.",Pakistan,2022-09-24 21:09:04+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-04-24-september-2022,
 0                , N/A            , N/A      , Homes                ," 1.1 million damaged, 436k destroyed ","Over 1.1 million homes have been damaged of which over 436k have been destroyed, and in many cases, washed away.",Pakistan,2022-09-24 21:09:04+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-04-24-september-2022,
----------------------,----------------,--------,----------------------,---------------,"These devastating floods have taken lives, destroyed as many as 22,000 schools -- a shocking figure -- and ripped families apart.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
 0                    , -              , -      , -                    , -             ,"These devastating floods have taken lives, destroyed as many as 22,000 schools -- a shocking figure -- and ripped families apart.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
" 22,000               ", school staff   , education , school buildings     , -             ,"These devastating floods have taken lives, destroyed as many as 22,000 schools -- a shocking figure -- and ripped families apart.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
-------------------------,----------------,----------------,-----------------------,--------------------------------,"805K houses destroyed 1.2M houses damaged 13.1K kilometres of roads damaged 1.6K people killed 12.9K people injured 1.1M livestock lost SITUATION OVERVIEW Unusually heavy monsoon rains from mid-June to September resulted in flash floods and standing water across Pakistan, causing human and livestock casualties as well as widespread destruction of homes and infrastructure.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
,,,,,"805K houses destroyed 1.2M houses damaged 13.1K kilometres of roads damaged 1.6K people killed 12.9K people injured 1.1M livestock lost SITUATION OVERVIEW Unusually heavy monsoon rains from mid-June to September resulted in flash floods and standing water across Pakistan, causing human and livestock casualties as well as widespread destruction of homes and infrastructure.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
