number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
             2             ,     Unknown     ,      N/A       ,"Another quake can come, and a building can fall on you at any moment; the psychology of the situation is brutal.” Eventually, Rama and Hussam – just shy of 24 hours before the first quake had forced them from their home – found shelter in a mosque that had heating.",Türkiye,2023-02-22 14:56:41+00:00,News and Press Release,https://reliefweb.int/report/turkiye/humanitarian-spirit-war-syria-earthquake-turkiye,
" 3,500,000 ", Not specified , Not specified ,"It was time to move out – I had started getting threats because of my work.” Like 3.5 million other Syrian refugees, Hussam and Rama moved to Türkiye.",Türkiye,2023-02-22 14:56:41+00:00,News and Press Release,https://reliefweb.int/report/turkiye/humanitarian-spirit-war-syria-earthquake-turkiye,Türkiye
 8.8 million , Not specified , Not specified ,"Deputy Special Envoy Ms. Rochdi noted that in Syria at least 8.8 million people have been affected by the earthquake, with the majority of those expected to need some form of humanitarian assistance.",Syria,2023-02-22 13:24:01+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/statement-behalf-office-un-special-envoy-syria-following-international-syria-support-group-humanitarian-task-force-meeting-geneva-enar,Syria
 6                , Not specified   , Not specified ,"Several damaged buildings in the province have collapsed, killing at least 6 people.",Türkiye,2023-02-22 11:50:43+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-21022023,
" 4,000,000 ", N/A , N/A ,"It is estimated that as many as 4 million people have left the earthquake affected area.2 According to the latest figures3, 41,156 people lost their lives and 108,068 people are injured.",Türkiye,2023-02-22 11:50:43+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-21022023,
" 41,156 ", N/A , N/A ,"It is estimated that as many as 4 million people have left the earthquake affected area.2 According to the latest figures3, 41,156 people lost their lives and 108,068 people are injured.",Türkiye,2023-02-22 11:50:43+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-21022023,
" 108,068 ", N/A , N/A ,"It is estimated that as many as 4 million people have left the earthquake affected area.2 According to the latest figures3, 41,156 people lost their lives and 108,068 people are injured.",Türkiye,2023-02-22 11:50:43+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-21022023,
             294           ,         Not mentioned     ,         Not mentioned      ,"As of writing, an estimated 294 people have been injured and six killed from these aftershocks in Türkiye.",Türkiye,2023-02-21 20:06:52+00:00,News and Press Release,https://reliefweb.int/report/turkiye/2023-turkiye-syria-earthquakes-response-situation-report-9-february-21-2023,Türkiye
             6             ,         Not mentioned     ,         Not mentioned      ,"As of writing, an estimated 294 people have been injured and six killed from these aftershocks in Türkiye.",Türkiye,2023-02-21 20:06:52+00:00,News and Press Release,https://reliefweb.int/report/turkiye/2023-turkiye-syria-earthquakes-response-situation-report-9-february-21-2023,Türkiye
 6                , NA             , NA     ,"After the latest earthquakes on February 20, AFAD reported that six people lost their lives, at least 294 people were injured, 18 of which severely, and ten buildings collapsed.",Türkiye,2023-02-21 19:09:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-3-21-february-2023,
 18               , NA             , NA     ,"After the latest earthquakes on February 20, AFAD reported that six people lost their lives, at least 294 people were injured, 18 of which severely, and ten buildings collapsed.",Türkiye,2023-02-21 19:09:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-3-21-february-2023,
 294              , NA             , NA     ,"After the latest earthquakes on February 20, AFAD reported that six people lost their lives, at least 294 people were injured, 18 of which severely, and ten buildings collapsed.",Türkiye,2023-02-21 19:09:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-3-21-february-2023,
" 9,100,000                  ", N/A            , N/A            ,"According to the Turkish Disaster and Emergency Management Authority (AFAD) and recent UN Flash Appeal, more than 9.1 million people have been affected in 11 provinces in Türkiye and more than 47,000 buildings have been destroyed or damaged.",Türkiye,2023-02-21 18:23:47+00:00,Situation Report,https://reliefweb.int/report/turkiye/situation-report-earthquakes-turkiye-february-20-2023-no1,Türkiye
" 500,000 ", - , Construction ,"As the death toll from the 6 February earthquake disaster topped 41,000 in Türkiye, UN development experts said on Tuesday that 1.5 million people have been made homeless in the south of the country, where at least 500,000 new homes will need to be built.",Türkiye,2023-02-21 17:35:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/15-million-now-homeless-turkiye-after-quake-disaster-warn-un-development-experts,Türkiye
 1.5 million , Homeless population , - ,"As the death toll from the 6 February earthquake disaster topped 41,000 in Türkiye, UN development experts said on Tuesday that 1.5 million people have been made homeless in the south of the country, where at least 500,000 new homes will need to be built.",Türkiye,2023-02-21 17:35:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/15-million-now-homeless-turkiye-after-quake-disaster-warn-un-development-experts,Türkiye
" 535,000 ", Children , Education ,"More than 535,000 children can’t resume their education until those schools are
safe and ready.",Syria,2023-02-21 17:29:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-21022023,
" 13,000,000 ", N/A , N/A ,"In Türkiye, over 13 million individuals reside in the 10 provinces that were heavily impacted by the earthquakes.",Türkiye,2023-02-21 16:00:34+00:00,News and Press Release,https://reliefweb.int/report/turkiye/syria-and-turkiye-earthquakes-care-delivering-critical-emergency-assistance-communities-need-both-sides-border,Türkiye
 1 , Homeowner , Real Estate ,Those who want to rent their house at a low price have to open their house for a standard period of 1 year.,Türkiye,2023-02-21 15:26:12+00:00,News and Press Release,https://reliefweb.int/report/turkiye/let-my-home-be-your-home,
 16% , IDPs living in temporary shelters , N/A ,"• Restrictions on the freedom of movement were imposed by shelter managers on IDPs living in temporary shelters, according to 16% of KIs.",Syria,2023-02-21 10:53:32+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/rapid-protection-assessment-findings-syria-earthquake-february-2023-protection-sector-report,
 20% of affected population , N/A , N/A ,• 20% mentioned that the affected population does not know where to go if they wish to make a complaint.,Syria,2023-02-21 10:53:32+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/rapid-protection-assessment-findings-syria-earthquake-february-2023-protection-sector-report,
" 46,000           ", Unclear        , Unclear ,"Dan Stewart from Save the Children said: ""There are heart-breaking reports of yet more collapsed buildings and power outages, in a region where over 46,000 lives have already been lost and buildings destroyed.",Türkiye,2023-02-20 21:36:26+00:00,News and Press Release,https://reliefweb.int/report/turkiye/save-children-statement-another-earthquake-hits-southern-turkiye-and-northern-syria,
"8,800,000                  ",Not specified   ,Not specified,"The earthquake affected at least 8.8 million people in Syria, killing more than 5,700 and injuring over 10,000.",Syria,2023-02-20 17:22:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/after-more-decade-war-earthquakes-are-catastrophe-top-crisis-millions-people-syria,Syria
"5,700                     ",Not specified   ,Not specified,"The earthquake affected at least 8.8 million people in Syria, killing more than 5,700 and injuring over 10,000.",Syria,2023-02-20 17:22:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/after-more-decade-war-earthquakes-are-catastrophe-top-crisis-millions-people-syria,Syria
"10,000                    ",Not specified   ,Not specified,"The earthquake affected at least 8.8 million people in Syria, killing more than 5,700 and injuring over 10,000.",Syria,2023-02-20 17:22:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/after-more-decade-war-earthquakes-are-catastrophe-top-crisis-millions-people-syria,Syria
     11000     ,     N/A        , N/A            ,"The earthquakes have affected at least 96 communities and 35 sub-districts in NWS; more than 9,000 buildings have been partially or completely destroyed and over 11,000 people have become homeless.",Syria,2023-02-20 17:08:48+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-flash-update-2-emergency-response-earthquake-20-february-2022,
 87              , households    , N/A    ,87% of households had to borrow money as a result of the earthquake.,Syria,2023-02-20 15:54:53+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/critical-economic-situation-syrians-northwest-after-recent-earthquake-warns-irc,
 70% , Family Members , Healthcare ,More than 70% of respondents said that money was the main barrier for family members to access health care.,Syria,2023-02-20 15:54:53+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/critical-economic-situation-syrians-northwest-after-recent-earthquake-warns-irc,
 1 , Household , N/A ,100% of household's ability to generate income has worsened.,Syria,2023-02-20 15:54:53+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/critical-economic-situation-syrians-northwest-after-recent-earthquake-warns-irc,
 100                       , Unknown         , Unknown,At least 100 people have died in the building.,Syria,2023-02-20 09:12:37+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-12-19-february-2023-enar,
