Number of Buildings Mentioned,What Happened,Type of Building,housing sector losses reported,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 :--------------: , :----------------: , :--------------: , :-------------------: ,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
"     1,682,726    ",      Damaged       ,     Household    ,           N/A         ,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
"     1,682,726    ",     Partially      ,     Household    ,           N/A         ,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
        0         ,     Destroyed      ,     Household    ,           N/A         ,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
        0         ,      Damaged       ,     Residence    ,           N/A         ,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
        0         ,     Partially      ,     Residence    ,           N/A         ,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
        0         ,     Destroyed      ,     Residence    ,           N/A         ,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
,,,,"A total of 1,682,726 houses are fully and partially damaged during floods in 2022.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
----------------------,---------,---------------,-------------------------------------,"Around 1,688,005 houses were damaged (including 559992 fully and 1128013 partially damaged) across the provinces.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
"       1,688,005        ", Damaged ,  Household  ,        N/A (Only damages reported)       ,"Around 1,688,005 houses were damaged (including 559992 fully and 1128013 partially damaged) across the provinces.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
"         559,992         ", Destroyed , Household ,             N/A (Only damages reported)        ,"Around 1,688,005 houses were damaged (including 559992 fully and 1128013 partially damaged) across the provinces.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
"      1,128,013        ", Damaged , Household  ,         N/A (Only damages reported)      ,"Around 1,688,005 houses were damaged (including 559992 fully and 1128013 partially damaged) across the provinces.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
---------------------,---------------------------,------------------,--------------------------------,"Around 87,772 houses have been damaged.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
"       87,772        ",          Damaged          ,      Household   ,           Not Reported         ,"Around 87,772 houses have been damaged.",Pakistan,2022-09-13 08:05:29+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-report-khyber-pakhtunkhwa-districts-nowshera-charsadda-swat-tank-and-di-khan-september-07-2022,
----------------------,----------------,-------------------,-----------------------,"According to information from the Pakistani government, 33 million people, primarily women and children, have been affected by the monsoon rainfall and have lost their homes.",Pakistan,2022-09-12 10:28:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/aid-ground-austria-helps-flooding-victims-pakistan,
        1             ,     lost       , Household         ,         33M           ,"According to information from the Pakistani government, 33 million people, primarily women and children, have been affected by the monsoon rainfall and have lost their homes.",Pakistan,2022-09-12 10:28:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/aid-ground-austria-helps-flooding-victims-pakistan,
,,,,"According to information from the Pakistani government, 33 million people, primarily women and children, have been affected by the monsoon rainfall and have lost their homes.",Pakistan,2022-09-12 10:28:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/aid-ground-austria-helps-flooding-victims-pakistan,
---------------------,---------------,-----------------,--------------------------------,"Over 1.7 million homes have now been damaged of which over 560k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-12 01:09:09+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-02-09-september-2022,
"      1,700,000      ",    Damaged    ,    Household    ,               N/A              ,"Over 1.7 million homes have now been damaged of which over 560k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-12 01:09:09+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-02-09-september-2022,
"        560,000      ",   Destroyed   ,    Household    ,               N/A              ,"Over 1.7 million homes have now been damaged of which over 560k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-12 01:09:09+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-02-09-september-2022,
--------------------------------,-------------------------------------------,---------------------,--------------------------------,"More than 1,300 fatalities have been reported, over 950,000 houses either damaged or fully wrecked and 2 million acres of crops destroyed.",Pakistan,2022-09-09 18:35:24+00:00,Situation Report,https://reliefweb.int/report/pakistan/unhcr-regional-bureau-asia-and-pacific-rbap-flash-update-pakistan-floods-9-september-2022,
"             950,000            ",                   Damaged or fully wrecked ,      Household      ,           Not specified        ,"More than 1,300 fatalities have been reported, over 950,000 houses either damaged or fully wrecked and 2 million acres of crops destroyed.",Pakistan,2022-09-09 18:35:24+00:00,Situation Report,https://reliefweb.int/report/pakistan/unhcr-regional-bureau-asia-and-pacific-rbap-flash-update-pakistan-floods-9-september-2022,
,,,,"More than 1,300 fatalities have been reported, over 950,000 houses either damaged or fully wrecked and 2 million acres of crops destroyed.",Pakistan,2022-09-09 18:35:24+00:00,Situation Report,https://reliefweb.int/report/pakistan/unhcr-regional-bureau-asia-and-pacific-rbap-flash-update-pakistan-floods-9-september-2022,
-------------------,---------------,-----------------,-------------------------------,"SITUATION OVERVIEW More than half a million more houses in Pakistan were reported damaged or destroyed in the past week, with the National Disaster Management Authority (NDMA) reporting more than 1.17 million damaged houses and nearly 566,000 destroyed houses as of 8 September.",Pakistan,2022-09-09 12:17:45+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-5-9-september-2022,Pakistan
