Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 4400                   , Dead          , N/A , N/A    ,"More than 4,400 deaths and 8,500 injuries have been reported in the area as of 12 February.",Syria,2023-02-13 20:04:51+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-7-13-february-2023,
"          80,278           ",     Injured   , N/A ,  N/A   ,"● Health: As of 13 February afternoon, 80,278 injured people and 31,643 deaths were reported, a caseload higher than the past worst earthquake (17,000 deaths in 1999).",Türkiye,2023-02-13 19:07:34+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-daily-highlights-13022023,
"          31,643           ",     Dead      , N/A ,  N/A   ,"● Health: As of 13 February afternoon, 80,278 injured people and 31,643 deaths were reported, a caseload higher than the past worst earthquake (17,000 deaths in 1999).",Türkiye,2023-02-13 19:07:34+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-daily-highlights-13022023,
" 18,000 ", Killed , N/A , N/A ,"At the time of writing, more than 18,000 people were confirmed to have been killed in the earthquakes, though that number is likely to be out-of-date by publication.",Syria,2023-02-13 11:54:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-syria-earthquake-response-eyewitness-accounts-our-team-aleppo,
" 21,000 ", dead , not mentioned , not mentioned ,"“We are dealing with deaths that are going over 21,000 people already and I think what we’re getting from the Caritas teams is that this only a small snapshot of what’s happening.",Türkiye,2023-02-13 11:49:09+00:00,News and Press Release,https://reliefweb.int/report/turkiye/caritas-network-around-world-working-together-support-people-syria-and-turkiye,
"      4,400      ",         Dead       , N/A ,  N/A   ,"More than 4,400 deaths and 8,500 injuries have been reported in the area as of 12 February.",Syria,2023-02-13 06:19:31+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-13-february-2023,
"      8,500      ",        Injured     , N/A ,  N/A   ,"More than 4,400 deaths and 8,500 injuries have been reported in the area as of 12 February.",Syria,2023-02-13 06:19:31+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-13-february-2023,
"             2,103         ",            N/A               , N/A ,  N/A   ,"UN officials say the death toll numbers are likely to double in the coming days and many survivors in the region are still terrified from constant seismic movement after enduring 2,103 aftershocks in the past week, dozens of which were over 4-magnitude on the Richter scale.",Türkiye,2023-02-13 04:04:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-sunday-12-february-2023-updated-2359-gmt3-turkiye-syria-earthquakes-day-7-devastation-continues-more-34000-dead-disaster-century,
 3500 , Dead , Not mentioned , Not mentioned ,"In Syria, the earthquake has caused over 3500 deaths and many more injured.",Türkiye,2023-02-13 02:26:53+00:00,News and Press Release,https://reliefweb.int/report/turkiye/earthquake-oxfam-and-partners-aim-reach-nearly-2-million-affected-people-turkiye-and-syria,Syria
" 15,000 ", Dead , N/A , N/A ,"The 7.8-magnitude earthquake, the most devastating disaster sweeping Turkey since 1939, has so far caused over 15,000 deaths and destroyed dozens of thousands of houses.",Türkiye,2023-02-13 00:54:57+00:00,News and Press Release,https://reliefweb.int/report/turkiye/viet-nam-sends-24-member-rescue-team-turkey,Türkiye
" 5,800                     ", dead          , N/A , N/A    ,"While casualty figures are increasing every day, more than 5,800 fatalities have been reported across Syria as of February 12, most of which (more than 4,400) have been registered in the country’s north-west.",Syria,2023-02-13 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unfpa-whole-syria-situation-report-2-turkiye-syria-earthquake-13-february-2023,Syria
" 4,400                     ", dead          , N/A , N/A    ,"While casualty figures are increasing every day, more than 5,800 fatalities have been reported across Syria as of February 12, most of which (more than 4,400) have been registered in the country’s north-west.",Syria,2023-02-13 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unfpa-whole-syria-situation-report-2-turkiye-syria-earthquake-13-february-2023,Syria
" 10,000                    ", Injured       , N/A , N/A    ,"Over 10,000 injuries have been reported.",Syria,2023-02-13 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unfpa-whole-syria-situation-report-2-turkiye-syria-earthquake-13-february-2023,
" 80,278 ", Injured , N/A , N/A ,"According to the latest official statements, 22,327 people lost their lives and 80,278 people are injured.",Türkiye,2023-02-12 06:25:54+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-11022023,
" 22,327 ", Dead , N/A , N/A ,"According to the latest official statements, 22,327 people lost their lives and 80,278 people are injured.",Türkiye,2023-02-12 06:25:54+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-11022023,
" 3,000 ", Injured , Unknown , Unknown ,"There were 350 reported deaths and more than 3,000 were injured.",Türkiye,2023-02-12 05:16:48+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-saturday-11-february-2023-updated-2359-gmt3-we-cannot-express-through-words-about-what-we-saw-everybody-feels-desperate-against-destruction,
 350 , Dead , Unknown , Unknown ,"There were 350 reported deaths and more than 3,000 were injured.",Türkiye,2023-02-12 05:16:48+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-saturday-11-february-2023-updated-2359-gmt3-we-cannot-express-through-words-about-what-we-saw-everybody-feels-desperate-against-destruction,
"      24,200      ",      Dead     , N/A ,  N/A   ,"At this stage, 24,200 fatalities have been confirmed and the number of injuries is over 87,000 and growing.",Türkiye,2023-02-12 01:31:22+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-humanity-first-situation-update-01-11-february-2023,
"      87,000      ",    Injured    , N/A ,  N/A   ,"At this stage, 24,200 fatalities have been confirmed and the number of injuries is over 87,000 and growing.",Türkiye,2023-02-12 01:31:22+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-humanity-first-situation-update-01-11-february-2023,
" 19,875                     ", Died                  , NA  , NA     ,"According to the latest report of AFAD, in Türkiye, 19,875 people have died, and more than 79,717 persons have been injured across the provinces affected by the earthquakes.",Türkiye,2023-02-11 15:53:51+00:00,Situation Report,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-2-10-february-2023,Türkiye
" 79,717                     ", Injured               , NA  , NA     ,"According to the latest report of AFAD, in Türkiye, 19,875 people have died, and more than 79,717 persons have been injured across the provinces affected by the earthquakes.",Türkiye,2023-02-11 15:53:51+00:00,Situation Report,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-2-10-february-2023,Türkiye
" 5,300 ", Dead , Unknown , Unknown ,"In Syria, more than 5,300 deaths and around 14,500 injuries have been reported following the earthquake.",Türkiye,2023-02-11 15:53:51+00:00,Situation Report,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-2-10-february-2023,Syria
" 14,500 ", Injured , Unknown , Unknown ,"In Syria, more than 5,300 deaths and around 14,500 injuries have been reported following the earthquake.",Türkiye,2023-02-11 15:53:51+00:00,Situation Report,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-2-10-february-2023,Syria
" 25,000 ", Dead , Not provided , Not provided ,"The death toll – now at more than 25,000 - is continuing to climb, and international aid is only just starting to trickle into the areas that need it most.",Syria,2023-02-11 15:24:03+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/time-running-out-frontline-ngos-can-avert-second-catastrophe-earthquake-hit-syria,
" 12,500 ", Dead , Not mentioned , Not mentioned ,"ReliefWeb are reporting the death toll of the earthquake and continuous aftershocks has passed 12,500.",Türkiye,2023-02-11 05:05:27+00:00,News and Press Release,https://reliefweb.int/report/turkiye/evidence-based-innovations-and-guidance-relevant-turkey-and-syria-earthquake-acute-crisis-response,
 12468 , Injured , Not mentioned , Not mentioned ,"Our injured 12,468 brothers are currently being treated in hospitals.",Türkiye,2023-02-11 02:15:44+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-10-february-2023-updated-2359-gmt3-turkiye-syria-devastating-earthquakes-day-5-developments-23700-dead-80000-injured-75000-evacuated,
" 12,141           ", N/A               , N/A   , N/A      ,"Today, the death toll for the region passed 23,700 in addition to more than 80,000 injured and according to President Erdogan’s remarks, 12,141 buildings have been destroyed or heavily damaged in Türkiye.",Türkiye,2023-02-11 02:15:44+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-10-february-2023-updated-2359-gmt3-turkiye-syria-devastating-earthquakes-day-5-developments-23700-dead-80000-injured-75000-evacuated,Türkiye
" 80,000           ", Injured         , N/A   , N/A      ,"Today, the death toll for the region passed 23,700 in addition to more than 80,000 injured and according to President Erdogan’s remarks, 12,141 buildings have been destroyed or heavily damaged in Türkiye.",Türkiye,2023-02-11 02:15:44+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-10-february-2023-updated-2359-gmt3-turkiye-syria-devastating-earthquakes-day-5-developments-23700-dead-80000-injured-75000-evacuated,Türkiye
" 23,700           ", Dead           , N/A   , N/A      ,"Today, the death toll for the region passed 23,700 in addition to more than 80,000 injured and according to President Erdogan’s remarks, 12,141 buildings have been destroyed or heavily damaged in Türkiye.",Türkiye,2023-02-11 02:15:44+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-10-february-2023-updated-2359-gmt3-turkiye-syria-devastating-earthquakes-day-5-developments-23700-dead-80000-injured-75000-evacuated,Türkiye
" 80,088 ", Injured , N/A , N/A ,"Updated casualty reports indicate at least 20,937 deaths and 80,088 injured.",Türkiye,2023-02-11 00:00:00+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-operation-federation-wide-situation-report-11-february-2023,
" 20,937 ", Dead , N/A , N/A ,"Updated casualty reports indicate at least 20,937 deaths and 80,088 injured.",Türkiye,2023-02-11 00:00:00+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-operation-federation-wide-situation-report-11-february-2023,
